"Freq [GHz]","Phase [deg]","Distance [um]","(phase3*180/pi) []","phase4*180/pi []"
190.75,0,210.18,-147.545740926351,42.3440393069071
190.75,0,216.96,-147.546941269141,42.3453443090541
190.75,0,223.74,-147.548142901392,42.3466506353041
190.75,0,230.52,-147.549345825181,42.3479582876866
190.75,0,237.3,-147.550550042586,42.3492672682356
190.75,0,244.08,-147.551755555691,42.3505775789889
190.75,0,250.86,-147.552962366585,42.3518892219884
190.75,0,257.64,-147.55840808912,42.3463245616252
190.75,0,264.42,-147.553853661084,42.3442233683757
190.75,0,271.2,-147.549294269619,42.3421186711525
190.75,0,277.98,-147.544729906626,42.3400104611231
190.75,0,284.76,-147.540160563989,42.3378987294255
190.75,0,291.54,-147.535586233572,42.3357834671676
190.75,0,298.32,-147.520895294408,42.4954860511901
190.75,0,305.1,-147.511693982151,42.4915707433037
190.75,0,311.88,-147.502502299645,42.4876569288441
190.75,0,318.66,-147.493320232346,42.3961490750187
190.75,0,325.44,-147.484147765739,42.3830084316356
190.75,0,332.22,-147.474984885335,42.3699178718186
190.75,0,339,-147.465831576676,42.3568771112143
190.75,0,345.78,-147.578575507329,42.3020292600516
190.75,0,352.56,-147.583817393575,42.302635586722
190.75,0,359.34,-147.589059961819,42.3032411242406
190.75,0,366.12,-147.594303212119,42.3038458741693
190.75,0,372.9,-147.747335581475,42.3044498380658
190.75,0,379.68,-147.733368551816,42.3050530174837
190.75,0,386.46,-147.719399782492,42.3056554139727
190.75,0,393.24,-147.705429274855,42.306257029078
190.75,0,400.02,-147.691457030259,42.3068578643413
190.75,0,406.8,-147.677483050059,42.3074579212998
190.75,0,413.58,-147.663507335609,42.3080572014869
190.75,0,420.36,-147.649529888268,42.3086557064318
190.75,0,427.14,-147.635550709393,42.3092534376598
190.75,0,433.92,-147.622948827082,42.3098503966923
190.75,0,440.7,-147.61519682291,42.3104465850465
190.75,0,447.48,-147.607445904003,42.3970066508771
190.75,0,454.26,-147.599696070409,42.405748347397
190.75,0,461.04,-147.64821847023,42.4145048487646
190.75,0,467.82,-147.654129584283,42.4232761922025
190.75,0,474.6,-147.660037657621,41.9793438677654
190.75,0,481.38,-147.665942692428,42.3603408231124
190.75,0,488.16,-147.671844690888,42.3234378226578
190.75,0,494.94,-147.677743655183,42.286601347578
190.75,0,501.72,-147.683639587491,42.2498312483722
190.75,0,508.5,-147.689532489992,42.2131273758598
190.75,0,515.28,-147.695422364859,42.17648958118
190.75,0,522.06,-147.701309214267,42.1399177157922
190.75,0,528.84,-147.732126120523,42.1034116314754
190.75,0,535.62,-147.725092564517,42.066971180328
190.75,0,542.4,-147.718060032558,42.0305962147681
190.75,0,549.18,-147.662652158512,42.2608613051352
190.75,0,555.96,-147.662296927147,42.2486301771408
190.75,0,562.74,-147.661939679526,42.2363633598087
190.75,0,569.52,-147.661580399181,42.2240606978921
190.75,0,576.3,-147.661219069463,42.2117220352491
190.75,0,583.08,-147.769153382622,42.1993472148365
190.75,0,589.86,-147.775558439212,42.3966605068617
190.75,0,596.64,-147.781968631076,42.3862616105155
190.75,0,603.42,-147.788383964266,42.3758650954165
190.75,0,610.2,-148.010119529946,42.3654709614042
190.75,0,616.98,-147.976826250725,42.3550792083172
190.75,0,623.76,-147.943461720076,42.3446898359938
190.75,0,630.54,-147.910025731657,42.3343028442717
190.75,0,637.32,-147.87651807844,42.3239182329882
190.75,0,644.1,-147.842938552699,42.3135360019797
190.75,0,650.88,-147.809286946019,42.3031561510825
190.75,0,657.66,-147.775563049282,42.2927786801321
190.75,0,664.44,-147.741766652676,42.2824035889634
190.75,0,671.22,-147.707897545683,42.272030877411
190.75,0,678,-147.673955517085,42.2616605453089
194,0,0,-176.45730793024,13.4489835715342
194,0,6.78,-176.689083458765,13.4429787263427
194,0,13.56,-176.705796379825,13.4369962560061
194,0,20.34,-176.722481981992,13.4310360358521
194,0,27.12,-176.739140329416,13.4250979421319
194,0,33.9,-176.755771486059,13.4191818520118
194,0,40.68,-176.77237551569,13.4132876435645
194,0,47.46,-176.788952481887,13.4074151957611
194,0,54.24,-176.805502448042,13.4015643884628
194,0,61.02,-176.822025477356,13.3957351024124
194,0,67.8,-176.838521632845,13.3899272192266
194,0,74.58,-176.854990977334,13.384140621388
194,0,81.36,-176.871433573464,13.378375192237
194,0,88.14,-176.887849483691,13.372630815964
194,0,94.92,-176.493758636447,13.3669073776019
194,0,101.7,-176.502280603908,13.3612047630185
194,0,108.48,-176.510779959188,13.3555228589084
194,0,115.26,-176.5192567918,13.3498615527862
194,0,122.04,-176.527711190782,13.3442207329787
194,0,128.82,-176.536143244709,13.3386002886179
194,0,135.6,-176.544553041692,13.8677636006209
194,0,142.38,-176.55294066938,13.0058220323685
194,0,149.16,-176.561306214964,13.7821187669161
194,0,155.94,-176.569649765182,13.7835041354967
194,0,162.72,-176.577971406319,13.7848909619869
194,0,169.5,-176.586271224211,13.7862792486896
194,0,176.28,-176.594549304249,13.7876689979125
194,0,183.06,-176.602805731379,13.7890602119684
194,0,189.84,-176.363866314501,13.7904528931747
194,0,196.62,-176.365116165411,13.7918470438538
194,0,203.4,-176.366367402761,13.7932426663331
194,0,210.18,-176.367620028855,13.7946397629446
194,0,216.96,-176.368874046002,13.7960383360257
194,0,223.74,-176.370129456514,13.7974383879183
194,0,230.52,-176.371386262711,13.7988399209696
194,0,237.3,-176.372644466917,13.8002429375314
194,0,244.08,-176.373904071461,13.8016474399608
194,0,250.86,-176.375165078677,13.8030534306197
194,0,257.64,-176.380783080794,13.7964971432974
194,0,264.42,-176.375973474256,13.7942504413072
194,0,271.2,-176.371158403971,13.7919998057292
194,0,277.98,-176.366337860704,13.7897452262856
194,0,284.76,-176.361511835204,13.7874866926629
194,0,291.54,-176.356680318194,13.7852241945117
194,0,298.32,-176.340993987327,13.9540720385957
194,0,305.1,-176.331321144832,13.9499885069201
194,0,311.88,-176.32165875122,13.945906607121
194,0,318.66,-176.312006790107,13.8506792331018
194,0,325.44,-176.302365245142,13.8367624396682
194,0,332.22,-176.292734100009,13.8229005339126
194,0,339,-176.283113338423,13.8090931934392
194,0,345.78,-176.401850534307,13.750015296518
194,0,352.56,-176.407370697095,13.7506907979293
194,0,359.34,-176.41289160063,13.7513653769524
194,0,366.12,-176.418413244966,13.7520390354738
194,0,372.9,-176.579356651832,13.7527117753746
194,0,379.68,-176.564676296463,13.7533835985311
194,0,386.46,-176.549994107399,13.7540545068141
194,0,393.24,-176.535310086237,13.7547245020897
194,0,400.02,-176.520624234576,13.7553935862186
194,0,406.8,-176.505936554015,13.7560617610566
194,0,413.58,-176.491247046156,13.7567290284546
194,0,420.36,-176.476555712601,13.7573953902581
194,0,427.14,-176.461862554954,13.7580608483081
194,0,433.92,-176.448690768646,13.7587254044401
194,0,440.7,-176.44056642228,13.7593890604851
194,0,447.48,-176.432443285536,13.8510635628705
194,0,454.26,-176.42432135848,13.8603252567503
194,0,461.04,-176.475558541501,13.8696031535929
194,0,467.82,-176.481753861882,13.8788972954619
194,0,474.6,-176.487945869392,13.4111161572648
194,0,481.38,-176.494134566514,13.8133103405119
194,0,488.16,-176.500319955732,13.7743561774406
194,0,494.94,-176.506502039526,13.735474153671
194,0,501.72,-176.512680820374,13.6966641045827
194,0,508.5,-176.518856300751,13.6579258659003
194,0,515.28,-176.525028483131,13.6192592736936
194,0,522.06,-176.531197369985,13.5806641643779
194,0,528.84,-176.563568420637,13.5421403747134
194,0,535.62,-176.556152202841,13.5036877418057
194,0,542.4,-176.548737140565,13.4653061031059
194,0,549.18,-176.490180241937,13.7061041758575
194,0,555.96,-176.489859591721,13.6933440247372
194,0,562.74,-176.489537121033,13.680545541223
194,0,569.52,-176.489212814509,13.6677085535157
194,0,576.3,-176.488886656614,13.6548328887958
194,0,583.08,-176.602732427645,13.6419183732159
194,0,589.86,-176.609492478527,13.8507468393256
194,0,596.64,-176.616258142991,13.8398133771111
194,0,603.42,-176.623029427872,13.8288825040016
194,0,610.2,-176.856809040838,13.8179542198541
194,0,616.98,-176.821752313798,13.8070285245249
194,0,623.76,-176.786617929056,13.7961054178698
194,0,630.54,-176.751405654759,13.7851848997435
194,0,637.32,-176.716115258259,13.7742669700006
194,0,644.1,-176.680746506111,13.7633516284945
194,0,650.88,-176.645299164072,13.7524388750782
194,0,657.66,-176.609772997097,13.741528709604
194,0,664.44,-176.574167769336,13.7306211319234
194,0,671.22,-176.538483244134,13.7197161418875
194,0,678,-176.502719184024,13.7088137393466
197.25,0,0,154.698907300095,-15.1284169820742
197.25,0,6.78,154.456027275089,-15.134730026302
197.25,0,13.56,154.438532799493,-15.1410187419235
197.25,0,20.34,154.421067694597,-15.147283269087
197.25,0,27.12,154.403631889675,-15.1535237468678
197.25,0,33.9,154.386225314218,-15.159740313278
197.25,0,40.68,154.368847897929,-15.1659331052769
197.25,0,47.46,154.351499570728,-15.1721022587809
197.25,0,54.24,154.334180262748,-15.1782479086736
197.25,0,61.02,154.316889904333,-15.1843701888152
197.25,0,67.8,154.29962842604,-15.1904692320524
197.25,0,74.58,154.282395758637,-15.1965451702282
197.25,0,81.36,154.265191833102,-15.2025981341909
197.25,0,88.14,154.248016580622,-15.2086282538036
197.25,0,94.92,154.65948211851,-15.2146356579536
197.25,0,101.7,154.650523361288,-15.2206204745616
197.25,0,108.48,154.641589180149,-15.2265828305904
197.25,0,115.26,154.632679474526,-15.2325228520539
197.25,0,122.04,154.623794144397,-15.2384406640264
197.25,0,128.82,154.614933090282,-15.2443363906507
197.25,0,135.6,154.606096213238,-14.6888002901784
197.25,0,142.38,154.59728341486,-15.5935955863216
197.25,0,149.16,154.588494597269,-14.7777501551785
197.25,0,155.94,154.579729663118,-14.7762669818508
197.25,0,162.72,154.570988515582,-14.7747821909749
197.25,0,169.5,154.562271058356,-14.7732957799115
197.25,0,176.28,154.553577195654,-14.7718077460152
197.25,0,183.06,154.544906832201,-14.7703180866353
197.25,0,189.84,154.795623496308,-14.768826799115
197.25,0,196.62,154.794319068353,-14.7673338807919
197.25,0,203.4,154.793013152982,-14.7658393289977
197.25,0,210.18,154.791705747641,-14.7643431410582
197.25,0,216.96,154.790396849768,-14.7628453142937
197.25,0,223.74,154.789086456797,-14.7613458460183
197.25,0,230.52,154.787774566156,-14.7598447335403
197.25,0,237.3,154.786461175266,-14.7583419741623
197.25,0,244.08,154.785146281544,-14.7568375651807
197.25,0,250.86,154.783829882399,-14.7553315038863
197.25,0,257.64,154.778046067115,-14.762989590678
197.25,0,264.42,154.783121642683,-14.7653915937061
197.25,0,271.2,154.788203158809,-14.7677979192397
197.25,0,277.98,154.793290625886,-14.7702085789881
197.25,0,284.76,154.798384054333,-14.7726235847028
197.25,0,291.54,154.803483454596,-14.775042948178
197.25,0,298.32,154.820234127277,-14.5966372796644
197.25,0,305.1,154.830394558683,-14.6008926708673
197.25,0,311.88,154.840543672948,-14.605146295411
197.25,0,318.66,154.850681488329,-14.704093657335
197.25,0,325.44,154.860808023044,-14.7188248723264
197.25,0,332.22,154.870923295276,-14.7334960007022
197.25,0,339,154.881027323169,-14.7481074074847
197.25,0,345.78,154.756055524753,-14.811727238308
197.25,0,352.56,154.750246902367,-14.8109757107144
197.25,0,359.34,154.744437484071,-14.8102252266634
197.25,0,366.12,154.738627269822,-14.8094757839511
197.25,0,372.9,154.569495147149,-14.8087273803802
197.25,0,379.68,154.584913574413,-14.8079800137591
197.25,0,386.46,154.600333954497,-14.8072336819026
197.25,0,393.24,154.615756285497,-14.8064883826318
197.25,0,400.02,154.63118056551,-14.8057441137737
197.25,0,406.8,154.64660679263,-14.8050008731613
197.25,0,413.58,154.662034964949,-14.8042586586339
197.25,0,420.36,154.677465080558,-14.8035174680367
197.25,0,427.14,154.692897137546,-14.8027772992211
197.25,0,433.92,154.706648894029,-14.8020381500442
197.25,0,440.7,154.715156342206,-14.8013000183695
197.25,0,447.48,154.723662470156,-14.7042476929361
197.25,0,454.26,154.732167277808,-14.6944390377217
197.25,0,461.04,154.678095728748,-14.6846126658387
197.25,0,467.82,154.671608897996,-14.6747685298264
197.25,0,474.6,154.665125647519,-15.1673874344812
197.25,0,481.38,154.658645974531,-14.7430464026755
197.25,0,488.16,154.652169876248,-14.7841425490237
197.25,0,494.94,154.645697349887,-14.8251605790344
197.25,0,501.72,154.639228392671,-14.8661006731111
197.25,0,508.5,154.632763001822,-14.9069630112914
197.25,0,515.28,154.626301174567,-14.9477477732469
197.25,0,522.06,154.619842908136,-14.9884551382826
197.25,0,528.84,154.585867581221,-15.0290852853372
197.25,0,535.62,154.593682040331,-15.0696383929821
197.25,0,542.4,154.601495239325,-15.110114639422
197.25,0,549.18,154.663341653359,-14.8585539571013
197.25,0,555.96,154.663620967062,-14.8718522186329
197.25,0,562.74,154.663901928846,-14.8851916217879
197.25,0,569.52,154.66418455307,-14.8985723563189
197.25,0,576.3,154.664468854263,-14.9119946131381
197.25,0,583.08,154.544458996155,-14.9254585843263
197.25,0,589.86,154.537328749134,-14.7045235216878
197.25,0,596.64,154.530192285508,-14.7160122354327
197.25,0,603.42,154.523049597466,-14.7274981901224
197.25,0,610.2,154.276734158648,-14.7389813858417
197.25,0,616.98,154.313620714516,-14.7504618226761
197.25,0,623.76,154.350591782951,-14.7619395007118
197.25,0,630.54,154.387647623857,-14.7734144200361
197.25,0,637.32,154.424788498048,-14.7848865807371
197.25,0,644.1,154.462014667253,-14.7963559829035
197.25,0,650.88,154.499326394113,-14.807822626625
197.25,0,657.66,154.53672394219,-14.8192865119923
197.25,0,664.44,154.574207575967,-14.8307476390966
197.25,0,671.22,154.611777560849,-14.8422060080301
197.25,0,678,154.649434163172,-14.8536616188859
200.5,0,0,125.833503344132,-43.7174737039624
200.5,0,6.78,125.579214092507,-43.7241064084294
200.5,0,13.56,125.56091710204,-43.730712721509
200.5,0,20.34,125.542651689459,-43.7372928002932
200.5,0,27.12,125.524417776807,-43.7438468006307
200.5,0,33.9,125.506215286367,-43.7503748771398
200.5,0,40.68,125.488044140668,-43.7568771832204
200.5,0,47.46,125.469904262479,-43.7633538710653
200.5,0,54.24,125.451795574808,-43.7698050916731
200.5,0,61.02,125.433718000904,-43.7762309948591
200.5,0,67.8,125.415671464255,-43.7826317292669
200.5,0,74.58,125.397655888586,-43.7890074423804
200.5,0,81.36,125.379671197858,-43.7953582805343
200.5,0,88.14,125.361717316271,-43.8016843889258
200.5,0,94.92,125.790866297951,-43.8079859116256
200.5,0,101.7,125.78145605844,-43.8142629915885
200.5,0,108.48,125.772072500743,-43.8205157706641
200.5,0,115.26,125.762715512031,-43.8267443896082
200.5,0,122.04,125.75338498011,-43.8329489880924
200.5,0,128.82,125.744080793413,-43.8391297047148
200.5,0,135.6,125.734802840996,-43.2561877378349
200.5,0,142.38,125.725551012534,-44.2054608339544
200.5,0,149.16,125.71632519832,-43.3485540289816
200.5,0,155.94,125.707125289253,-43.346967173657
200.5,0,162.72,125.697951176844,-43.3453785087451
200.5,0,169.5,125.688802753201,-43.3437880311968
200.5,0,176.28,125.679679911033,-43.3421957379563
200.5,0,183.06,125.670582543644,-43.3406016259611
200.5,0,189.84,125.933448738153,-43.3390056921414
200.5,0,196.62,125.932088579325,-43.3374079334209
200.5,0,203.4,125.930726803919,-43.3358083467162
200.5,0,210.18,125.929363409065,-43.3342069289369
200.5,0,216.96,125.927998391887,-43.3326036769857
200.5,0,223.74,125.926631749501,-43.3309985877584
200.5,0,230.52,125.925263479019,-43.3293916581437
200.5,0,237.3,125.923893577544,-43.3277828850232
200.5,0,244.08,125.922522042171,-43.3261722652716
200.5,0,250.86,125.921148869992,-43.3245597957564
200.5,0,257.64,125.915196483298,-43.3334479533935
200.5,0,264.42,125.920548941913,-43.3360163026885
200.5,0,271.2,125.92590786115,-43.3385894021381
200.5,0,277.98,125.931273252702,-43.3411672650689
200.5,0,284.76,125.936645128285,-43.3437499048576
200.5,0,291.54,125.942023499648,-43.3463373349306
200.5,0,298.32,125.959921293517,-43.1579354616345
200.5,0,305.1,125.970584491652,-43.162367499709
200.5,0,311.88,125.981235447475,-43.1667975997971
200.5,0,318.66,125.991874181332,-43.2694363325976
200.5,0,325.44,126.002500713526,-43.2850230635617
200.5,0,332.22,126.013115064318,-43.3005440578161
200.5,0,339,126.023717253925,-43.3159997281252
200.5,0,345.78,125.892263430372,-43.3845138845286
200.5,0,352.56,125.886155470454,-43.3836780993717
200.5,0,359.34,125.880046596905,-43.3828435430132
200.5,0,366.12,125.873936809678,-43.3820102127746
200.5,0,372.9,125.696338682459,-43.381178105985
200.5,0,379.68,125.712521095606,-43.3803472199814
200.5,0,386.46,125.728705523423,-43.3795175521084
200.5,0,393.24,125.74489196368,-43.3786890997184
200.5,0,400.02,125.761080414144,-43.3778618601714
200.5,0,406.8,125.777270872581,-43.377035830835
200.5,0,413.58,125.793463336755,-43.3762110090845
200.5,0,420.36,125.809657804427,-43.3753873923028
200.5,0,427.14,125.825854273359,-43.3745649778803
200.5,0,433.92,125.840187108672,-43.373743763215
200.5,0,440.7,125.849088313682,-43.3729237457121
200.5,0,447.48,125.857988064197,-43.2702114685133
200.5,0,454.26,125.86688636015,-43.2598272386209
200.5,0,461.04,125.809854399653,-43.2494236530888
200.5,0,467.82,125.803069242564,-43.2390006584362
200.5,0,474.6,125.796287965316,-43.7574904346473
200.5,0,481.38,125.789510564764,-43.3099925274663
200.5,0,488.16,125.782737037766,-43.3533269196401
200.5,0,494.94,125.775967381183,-43.3965768247094
200.5,0,501.72,125.769201591879,-43.439742440481
200.5,0,508.5,125.762439666724,-43.4828239643736
200.5,0,515.28,125.755681602587,-43.5258215934174
200.5,0,522.06,125.748927396342,-43.5687355242535
200.5,0,528.84,125.713292589939,-43.6115659531333
200.5,0,535.62,125.721521025799,-43.6543130759184
200.5,0,542.4,125.729748021205,-43.6969770880795
200.5,0,549.18,125.795036630532,-43.4344460443895
200.5,0,555.96,125.795266092098,-43.4482898539508
200.5,0,562.74,125.795496886545,-43.4621777316617
200.5,0,569.52,125.795729025862,-43.4761098866288
200.5,0,576.3,125.795962522177,-43.490086529273
200.5,0,583.08,125.669523115266,-43.5041078713401
200.5,0,589.86,125.662005550074,-43.2704302436964
200.5,0,596.64,125.654481357929,-43.2824967537971
200.5,0,603.42,125.646950530291,-43.2945603095457
200.5,0,610.2,125.387585096175,-43.3066209109475
200.5,0,616.98,125.426370317197,-43.3186785580087
200.5,0,623.76,125.4652473806,-43.3307332507368
200.5,0,630.54,125.504216577073,-43.34278498914
200.5,0,637.32,125.543278198345,-43.3548337732279
200.5,0,644.1,125.582432537183,-43.3668796030108
200.5,0,650.88,125.621679887402,-43.3789224785003
200.5,0,657.66,125.661020543866,-43.3909623997089
200.5,0,664.44,125.700454802487,-43.4029993666502
200.5,0,671.22,125.739982960237,-43.4150333793389
200.5,0,678,125.779605315143,-43.4270644377906
203.75,0,0,96.9440230553854,-72.3194019452941
203.75,0,6.78,96.6780291576755,-72.3263669021986
203.75,0,13.56,96.6589092771556,-72.333303189717
203.75,0,20.34,96.6398232457104,-72.3402109840977
203.75,0,27.12,96.6207709777413,-72.3470904601492
203.75,0,33.9,96.6017523879226,-72.3539417912543
203.75,0,40.68,96.5827673912001,-72.3607651493853
203.75,0,47.46,96.5638159027908,-72.3675607051174
203.75,0,54.24,96.544897838181,-72.3743286276438
203.75,0,61.02,96.5260131131259,-72.3810690847888
203.75,0,67.8,96.5071616436485,-72.3877822430221
203.75,0,74.58,96.4883433460387,-72.3944682674723
203.75,0,81.36,96.4695581368517,-72.4011273219405
203.75,0,88.14,96.450805932908,-72.4077595689131
203.75,0,94.92,96.8979185746954,-72.4143651695757
203.75,0,101.7,96.8880413710286,-72.4209442838255
203.75,0,108.48,96.8781931031873,-72.4274970702843
203.75,0,115.26,96.8683736447833,-72.4340236863112
203.75,0,122.04,96.8585828701604,-72.4405242880152
203.75,0,128.82,96.8488206543884,-72.4469990302675
203.75,0,135.6,96.8390868732585,-71.8355724070218
203.75,0,142.38,96.8293814032775,-72.8310166965198
203.75,0,149.16,96.8197041216633,-71.9314748123837
203.75,0,155.94,96.8100549063397,-71.9297770708732
203.75,0,162.72,96.8004336359307,-71.9280773653009
203.75,0,169.5,96.7908401897564,-71.9263756922467
203.75,0,176.28,96.7812744478275,-71.9246720482823
203.75,0,183.06,96.7717362908406,-71.9229664299715
203.75,0,189.84,97.0471188388587,-71.9212588338701
203.75,0,196.62,97.045701875092,-71.919549256526
203.75,0,203.4,97.0442831773065,-71.917837694479
203.75,0,210.18,97.0428627423252,-71.9161241442607
203.75,0,216.96,97.0414405669634,-71.9144086023949
203.75,0,223.74,97.0400166480288,-71.9126910653971
203.75,0,230.52,97.0385909823209,-71.9109715297747
203.75,0,237.3,97.0371635666318,-71.909249992027
203.75,0,244.08,97.0357343977454,-71.9075264486451
203.75,0,250.86,97.0343034724379,-71.9058008961119
203.75,0,257.64,97.0281889120472,-71.9160681424581
203.75,0,264.42,97.0338305410208,-71.9188152350314
203.75,0,271.2,97.0394792528326,-71.921567639515
203.75,0,277.98,97.0451350607312,-71.924325371341
203.75,0,284.76,97.0507979779976,-71.9270884460012
203.75,0,291.54,97.056468017946,-71.9298568790475
203.75,0,298.32,97.0755863397374,-71.7309956097615
203.75,0,305.1,97.0867683476692,-71.7356085296733
203.75,0,311.88,97.097937111461,-71.7402194078204
203.75,0,318.66,97.1090926537947,-71.8464934188875
203.75,0,325.44,97.1202349973028,-71.8629798009928
203.75,0,332.22,97.1313641645682,-71.8793943495149
203.75,0,339,97.1424801781242,-71.895737530347
203.75,0,345.78,97.0042968759827,-71.9695409747274
203.75,0,352.56,96.9978781583912,-71.9686123466716
203.75,0,359.34,96.9914584775282,-71.9676851121147
203.75,0,366.12,96.9850378333263,-71.9667592679245
203.75,0,372.9,96.7986851283149,-71.9658348109783
203.75,0,379.68,96.8156576722801,-71.9649117381626
203.75,0,386.46,96.8326323427273,-71.9639900463733
203.75,0,393.24,96.8496091371033,-71.9630697325156
203.75,0,400.02,96.8665880528525,-71.9621507935039
203.75,0,406.8,96.8835690874173,-71.9612332262619
203.75,0,413.58,96.9005522382378,-71.9603170277223
203.75,0,420.36,96.9175375027524,-71.9594021948269
203.75,0,427.14,96.9345248783968,-71.958488724527
203.75,0,433.92,96.9494471031785,-71.9575766137825
203.75,0,440.7,96.9587517527757,-71.9566658595626
203.75,0,447.48,96.9680547957968,-71.8479816667466
203.75,0,454.26,96.9773562321582,-71.8369910429757
203.75,0,461.04,96.9172349614553,-71.8259792944814
203.75,0,467.82,96.9101432109458,-71.8149463611126
203.75,0,474.6,96.9030556797975,-72.3603954800453
203.75,0,481.38,96.8959723644825,-71.8886717039372
203.75,0,488.16,96.8888932614767,-71.9343460433443
203.75,0,494.94,96.8818183672595,-71.9799291330691
203.75,0,501.72,96.874747678314,-72.0254211889008
203.75,0,508.5,96.8676811911271,-72.0708224262256
203.75,0,515.28,96.860618902189,-72.1161330600268
203.75,0,522.06,96.8535608079939,-72.1613533048828
203.75,0,528.84,96.8162245885136,-72.206483374967
203.75,0,535.62,96.8248836622645,-72.251523484046
203.75,0,542.4,96.8335411437095,-72.2964738454798
203.75,0,549.18,96.9024208123632,-72.022785212487
203.75,0,555.96,96.9025906445424,-72.0371807961049
203.75,0,562.74,96.9027615713258,-72.0516234804913
203.75,0,569.52,96.9029336028675,-72.0661134954959
203.75,0,576.3,96.9031067494478,-72.0806510724543
203.75,0,583.08,96.7699603989312,-72.0952364441998
203.75,0,589.86,96.7620379414467,-71.8481375341394
203.75,0,596.64,96.7541082498642,-71.8608046830935
203.75,0,603.42,96.7461713146641,-71.8734686302302
203.75,0,610.2,96.4732320921056,-71.8861293755299
203.75,0,616.98,96.5139862113872,-71.8987869189742
203.75,0,623.76,96.5548400855871,-71.9114412605459
203.75,0,630.54,96.5957940397259,-71.9240924002292
203.75,0,637.32,96.6368484000096,-71.9367403380095
203.75,0,644.1,96.6780034938332,-71.9493850738733
203.75,0,650.88,96.7192596497846,-71.9620266078086
203.75,0,657.66,96.7606171976483,-71.9746649398045
203.75,0,664.44,96.8020764684092,-71.9873000698514
203.75,0,671.22,96.8436377942562,-71.9999319979409
203.75,0,678,96.8853015085862,-72.0125607240659
207,0,0,68.0289128742618,-100.934814726988
207,0,6.78,67.7509255362086,-100.942123880469
207,0,13.56,67.7309629427829,-100.949401998132
207,0,20.34,67.7110365817071,-100.956649276907
207,0,27.12,67.6911463592202,-100.963865912064
207,0,33.9,67.671292181866,-100.97105209723
207,0,40.68,67.6514739564919,-100.978208024406
207,0,47.46,67.6316915902484,-100.985333883982
207,0,54.24,67.6119449905874,-100.99242986476
207,0,61.02,67.5922340652612,-100.999496153962
207,0,67.8,67.5725587223214,-101.006532937253
207,0,74.58,67.5529188701178,-101.013540398757
207,0,81.36,67.533314417297,-101.020518721066
207,0,88.14,67.5137452728019,-101.027468085266
207,0,94.92,67.9790583139943,-101.034388670945
207,0,101.7,67.9686988553142,-101.041280656209
207,0,108.48,67.9583707212758,-101.048144217703
207,0,115.26,67.9480737706281,-101.054979530617
207,0,122.04,67.9378078629641,-101.061786768711
207,0,128.82,67.9275728587145,-101.068566104321
207,0,135.6,67.9173686191412,-100.42754189588
207,0,142.38,67.9071950063318,-101.470884266729
207,0,149.16,67.897051883193,-100.527099753033
207,0,155.94,67.8869391134445,-100.525284600953
207,0,162.72,67.8768565616133,-100.523467276446
207,0,169.5,67.8668040930277,-100.521647775604
207,0,176.28,67.8567815738113,-100.51982609451
207,0,183.06,67.8467888708773,-100.518002229237
207,0,189.84,68.1350496223954,-100.516176175848
207,0,196.62,68.1335745787257,-100.5143479304
207,0,203.4,68.1320976716207,-100.512517488937
207,0,210.18,68.1306188975557,-100.510684847494
207,0,216.96,68.1291382529969,-100.508850002097
207,0,223.74,68.1276557344019,-100.507012948763
207,0,230.52,68.1261713382191,-100.505173683499
207,0,237.3,68.124685060888,-100.503332202302
207,0,244.08,68.1231968988392,-100.501488501159
207,0,250.86,68.1217068484941,-100.49964257605
207,0,257.64,68.115437928431,-100.511455875891
207,0,264.42,68.121380950652,-100.514394833918
207,0,271.2,68.1273316750183,-100.51733968618
207,0,277.98,68.1332901164012,-100.520290450395
207,0,284.76,68.1392562897102,-100.52324714435
207,0,291.54,68.1452302098929,-100.526209785905
207,0,298.32,68.1656535644824,-100.316399105248
207,0,305.1,68.17736862048,-100.321198418867
207,0,311.88,68.1890694001456,-100.325995464376
207,0,318.66,68.200755928605,-100.435818386352
207,0,325.44,68.2124282309277,-100.453250226471
207,0,332.22,68.2240863321268,-100.470603607574
207,0,339,68.2357302571591,-100.487879055167
207,0,345.78,68.0905677311758,-100.567411818533
207,0,352.56,68.0838276707426,-100.566379993791
207,0,359.34,68.0770865435337,-100.565349772966
207,0,366.12,68.0703443494851,-100.564321152341
207,0,372.9,67.87495090233,-100.563294128209
207,0,379.68,67.8927402303211,-100.562268696877
207,0,386.46,67.9105317870098,-100.56124485466
207,0,393.24,67.9283255693534,-100.560222597887
207,0,400.02,67.9461215743065,-100.559201922898
207,0,406.8,67.9639197988212,-100.558182826042
207,0,413.58,67.981720239847,-100.557165303683
207,0,420.36,67.9995228943313,-100.556149352192
207,0,427.14,68.0173277592187,-100.555134967955
207,0,433.92,68.0328450416727,-100.554122147367
207,0,440.7,68.0425629412612,-100.553110886834
207,0,447.48,68.0522790653454,-100.438136133909
207,0,454.26,68.0619934138399,-100.426506308198
207,0,461.04,67.9986418556694,-100.414853431937
207,0,467.82,67.9912362797856,-100.40317743749
207,0,474.6,67.9838352796203,-100.976690779707
207,0,481.38,67.976438851175,-100.479628744611
207,0,488.16,67.9690469904559,-100.5277490832
207,0,494.94,67.9616596934732,-100.575770967399
207,0,501.72,67.9542769562418,-100.623694631718
207,0,508.5,67.9468987747806,-100.67152031026
